book_name,book_image,author,page,short_description,programming_language,concept,tool,ratings,user_id
Liferay Portal 6.2 Enterprise Intranets,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/2/8/2841os_liferay20portal206.220enterprise20intranets_.jpg,By Navin Agarwal,614,A practical guide to adopting portal development best practices in an Enterprise world,Java,Application Development,Liferay Portal,3,42
Mastering NetBeans,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/2/6/2645os.jpg,By David Salter,348,Master building complex applications with NetBeans to become more proficient programmers,Java,Application Development,NetBeans,2,320
NetBeans IDE 7 Cookbook,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/2/5/2503os_netbeans20ide20720cookbook_9781849512503cov.jpg,By Rhawi Dantas,308,Over 70 highly focused practical recipes to maximize your output with NetBeans,Java,Application Development,NetBeans,5,279
Java EE 5 Development with NetBeans 6,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/1/8/1847195466.jpg,By David R. Heffelfinger,400,Develop professional enterprise Java EE applications quickly and easily with this popular IDE,Java,Application Development,NetBeans,5,378
Building SOA-Based Composite Applications Using NetBeans IDE 6,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/1/8/1847192629.jpg,By David Salter,300,"Design, build, test, and debug service-oriented applications with ease using XML, BPEL, and Java web...",Java,Application Development,NetBeans,3,347
Oracle ADF 11gR2 Development Beginner's Guide,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/9/0/9007en.jpg,By Vinod Krishnan,330,Oracle ADF is one of the easiest ways to develop rich internet applications. All you need is a littl...,Java,Application Development,Oracle ADF,3,15
Oracle ADF Real World Developer's Guide,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/4/8/4828en_oracle20adf20real20world20developere28099s20guidecov.jpg,By Jobinesh Purushothaman,590,Mastering essential tips and tricks for building next generation enterprise applications with Oracle...,Java,Application Development,Oracle ADF,4,328
Oracle ADF Enterprise Application Development - Made Simple,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/1/8/1889en20oracle20adf20enterprise20application20development-made20simple.jpg,By Sten E. Vesterli,396,What better way to learn ADF than by completing an entire enterprise application development project...,Java,Application Development,Oracle ADF,4,204
Mastering Spring Boot 2.0,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/b/0/b05938.png,By Dinesh Rajput,390,"Learn to develop, test, and deploy your Spring Boot distributed application and explore various best...",Java,Application Development,Spring Boot,4,378
Spring Boot 2.0 Projects,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/9/7/9781789136159-original_80.png,By Mohamed Shazin Sadakath,336,Develop diverse real-life projects including most aspects of Spring Boot,Java,Application Development,Spring Boot,4,295
Spring Boot 2.0 Cookbook - Second Edition,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/b/0/b05939.png,By Alex Antonov,286,Take your application development skills to the next level by implementing Spring Boot features effe...,Java,Application Development,Spring Boot,3,255
Spring 5.0 Projects,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/c/o/cover_33.png,By Nilang Patel,442,"Discover the latest features of Spring framework by building robust, fast, and reactive web applicat...",Java,Application Development,Spring,3,67
Mastering Spring 5.0,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/b/0/b05999_0.png,By Ranga Karanam,496,"Develop cloud native applications with microservices using Spring Boot, Spring Cloud, and Spring Clo...",Java,Application Development,Spring,2,328
Spring 5.0 Cookbook,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/b/0/b06216.png,By Sherwin John Calleja Tragura,670,Over 100 hands-on recipes to build web applications easily and efficiently IN Spring 5.0,Java,Application Development,Spring,4,57
Spring Data,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/9/0/9045os_spring20data20standard20guide_mini.jpg,By Petri Kainulainen,160,Want to make it easier to implement data access with your Spring-powered applications? Then this is ...,Java,Application Development,Spring,4,20
Spring 5.0 By Example,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/b/0/b09156.png,By Claudio Eduardo de Oliveira,356,Discover the real power of Spring Framework 5.0 and learn to create powerful applications in its new...,Java,Application Development,Spring,5,243
Learn Spring for Android Application Development,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/9/7/9781789349252-original_38.png,By S. M. Mohi Us Sunnat,392,"A hands-on guide to Android programming with Spring MVC, Spring Boot, and Spring Security",Java,Application Development,Spring,5,94
Learning Spring Application Development,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/7/3/7368os.jpg,By Ravi Kant Soni,394,"Develop dynamic, feature-rich, and robust Spring-based applications using the Spring Framework",Java,Application Development,Spring,1,328
Learning Spring 5.0,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/b/0/b05941_cover.png,By Tejaswini Mandar Jog,422,"Build, test, and secure robust enterprise-grade applications using the Spring Framework",Java,Application Development,Spring,3,188
Spring Cookbook,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/5/8/5807os.jpg,By Jérôme Jaglale,234,Over 100 hands-on recipes to build Spring web applications easily and efficiently,Java,Application Development,Spring,4,308
Instant Spring Tool Suite,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/4/1/4142oscov.jpg,By Geoff Chiang,76,A practical guide for kick-starting your Spring projects using the Spring Tool Suite IDE,Java,Application Development,Spring,5,344
Master Apache JMeter - From Load Testing to DevOps,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/9/7/9781839217647-original_48.jpeg,By Antonio Gomes Rodrigues,468,"Learn how to get the most out of JMeter, improve the productivity of your apps, and integrate JMeter...",Java,Application Testing,Apache Jmeter,3,130
Performance Testing with JMeter 2.9,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/5/8/5842os_performance20testing20with20jmeter202.9_mini202.jpg,By Bayo Erinle,148,"If you want to use JMeter for performance testing your software products, this book is a great start...",Java,Application Testing,Apache Jmeter,3,206
Mastering Jenkins,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/b/0/b03470_mastering20jenkins.jpg,By Jonathan McAllister,334,"Configure and extend Jenkins to architect, build, and automate efficient software delivery pipelines",Java,Application Testing,Jenkins,1,119
Performance Testing with JMeter 3 - Third Edition,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/b/0/b06408.png,By Bayo Erinle,166,A practical guide to help you undertand the ability of Apache jMeter to load and performance test va...,Java,Application Testing,JMeter,4,347
Apache JMeter,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/1/8/1847192955.jpg,By Emily H. Halili,140,A practical beginner's guide to automated testing and performance measurement for your websites,Java,Application Testing,JMeter,3,151
Mastering Software Testing with JUnit 5,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/b/0/b07044.png,By Boni García,350,"A comprehensive, hands-on guide on unit testing framework for Java programming language",Java,Application Testing,JUnit,4,13
Mockito Cookbook,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/2/7/2745os_mockito20cookbook.jpg,By Marcin Grzejszczak,284,Over 65 recipes to get you up and running with unit testing using Mockito.,Java,Application Testing,Mockito,1,373
Selenium Framework Design in Data-Driven Testing,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/b/0/b08440_cover.png,By Carl Cocchiaro,323,Take a deep dive into building data-driven test frameworks using Selenium WebDriver,Java,Application Testing,Selenium,4,210
Selenium WebDriver 3 Practical Guide - Second Edition,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/b/0/b09986.png,By Unmesh Gundecha,280,"Real-world examples of cross-browser, mobile, and data-driven testing with all the latest features o...",Java,Application Testing,Selenium,3,144
Learning Selenium Testing Tools - Third Edition,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/6/4/6497os_b03594_learning20selenium20testing20tools20third20edition_frontcov.jpg,By Raghavendra Prasad MG,318,Leverage the power of Selenium to build your own real-time test cases from scratch,Java,Application Testing,Selenium,5,58
Mastering Selenium WebDriver,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/4/3/4356os_mastering20selenium20webdriver.jpg,By Mark Collin,280,"Increase the performance, capability, and reliability of your automated checks by mastering Selenium...",Java,Application Testing,Selenium,4,76
Selenium Fundamentals,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/b/1/b12562_low.png,By Diego Molina,206,Discover how to use Selenium to efficiently test your own applications.,Java,Application Testing,Selenium,3,294
Instant Selenium Testing Tools Starter,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/5/1/5149os.jpg,By Unmesh Gundecha,52,"A short, fast, and focused guide to Selenium Testing tools that delivers immediate results ",Java,Application Testing,Selenium,4,184
Sonar Code Quality Testing Essentials,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/7/8/7867os_sonar20code20quality20testing.jpg,By Charalampos S. Arapidis,318,Achieve higher levels of Software Quality with Sonar with this book and ebook,Java,Application Testing,Sonar,3,137
TestNG Beginner's Guide,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/6/0/6009os_20testng20beginner27s20guide.jpg,By Varun Menon,276,Write robust unit and functional tests with the power of TestNG,Java,Application Testing,TestNG,5,311
Learning Apache Apex,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/b/0/b07215.png,By Thomas Weise,290,Designing and writing real-time streaming applications with Apache Apex,Java,Data Processing,Apache Apex,4,259
Apache Flume: Distributed Log Collection for Hadoop - Second Edition,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/2/1/2178os_b04061_apache20flume20distributed20log20collection20for20hadoop202nd20edition.jpg,By Steve Hoffman,178,Design and implement a series of Flume agents to send streamed data into Hadoop,Java,Data Processing,Apache Flume,2,43
Apache Flume: Distributed Log Collection for Hadoop,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/7/9/7914os.jpg,By Steve Hoffman,108,"If your role includes moving datasets into Hadoop, this book will help you do it more efficiently us...",Java,Data Processing,Apache Flume,4,92
Fast Data Processing with Spark,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/7/0/7068os_cov.jpg,By Holden Karau,120,Spark offers a streamlined way to write distributed programs and this tutorial gives you the know-ho...,Java,Data Processing,Apache Spark,2,254
Learning Cascading,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/8/9/8913os_learning20cascading.jpg,By Michael Covert,276,"Build reliable, robust, and high-performance big data applications using the Cascading application d...",Java,Data Processing,Cascading,3,95
Learning Apache Flink,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/b/0/b05653.png,By Tanmay Deshpande,280,Discover the definitive guide to crafting lightning-fast data processing for distributed systems wit...,Java,Data Processing,Flink,4,104
Data Lake for Enterprises,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/6/4/6435.png,By Tomcy John,596,A practical guide to implementing your enterprise data lake using Lambda Architecture as the base,Java,Data Processing,Hadoop,5,214
Mastering Hadoop 3,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/b/0/b09151.png,By Chanchal Singh,544,A comprehensive guide to mastering the most advanced Hadoop 3 concepts,Java,Data Processing,Hadoop,4,128
Hadoop MapReduce v2 Cookbook - Second Edition,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/1/0/1077_hadoop20mapreduce20v220cookbook.jpg,By Thilina Gunarathne,322,Explore the Hadoop MapReduce v2 ecosystem to gain insights from very large datasets,Java,Data Processing,Hadoop,4,293
Apache Hive Cookbook,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/1/0/1080os_0134_apache20hive20cookbook.jpg,By Hanish Bansal,268,"Easy, hands-on recipes to help you understand Hive and its integration with frameworks that are used...",Java,Data Processing,Hadoop,2,195
Securing Hadoop,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/5/2/5259os.jpg,By Sudheesh Narayanan,116,Implement robust end-to-end security for your Hadoop ecosystem,Java,Data Processing,Hadoop,2,11
Hadoop Operations and Cluster Management Cookbook,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/5/1/5163os.jpg,By Shumin Guo,368,"Over 60 recipes showing you how to design, configure, manage, monitor, and tune a Hadoop cluster",Java,Data Processing,Hadoop,4,178
Hadoop Essentials,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/6/6/6688ot.jpg,By Shiva Achari,194,Delve into the key concepts of Hadoop and get a thorough understanding of the Hadoop ecosystem,Java,Data Processing,Hadoop,4,270
Hadoop MapReduce Cookbook,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/7/2/7287os.jpg,By Srinath Perera,300,Learn how to use Hadoop MapReduce to analyze large and complex datasets with this comprehensive cook...,Java,Data Processing,Hadoop,3,269
Hadoop: Data Processing and Modelling,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/c/0/c06028_hadoop20data20processing20and20modelling.jpg,By Garry Turkington,979,Unlock the power of your data with Hadoop 2.X ecosystem and its data warehousing techniques across l...,Java,Data Processing,Hadoop,5,151
Hadoop Blueprints,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/0/3/0307os_1073_hadoop20blueprints.jpg,By Anurag Shrivastava,316,Use Hadoop to solve business problems by learning from a rich set of real-life case studies,Java,Data Processing,Hadoop,2,174
Instant Apache Sqoop,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/5/7/5767os.jpg,By Ankit Jain,58,Transfer data efficiently between RDBMS and the Hadoop ecosystem using the robust Apache Sqoop,Java,Data Processing,Hadoop,4,151
Apache Kafka Quick Start Guide,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/9/7/9781788997829_cover.png,By Raúl Estrada,186,Process large volumes of data in real-time while building high performance and robust data stream pr...,Java,Data Processing,Kafka,4,276
Apache Kafka Cookbook,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/b/0/b04968_apache20kafka20cookbook_.jpg,By Saurabh Minni,128,"Over 50 hands-on recipes to efficiently administer, maintain, and use your Apache Kafka installation",Java,Data Processing,Kafka,3,130
Learning Pentaho Data Integration 8 CE - Third Edition,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/9/7/9781788292436202.png,"By María Carina Roldán",500,"Get up and running with the Pentaho Data Integration tool using this hands-on, easy-to-read guide",Java,Data Processing,Pentaho,2,332
Learning Pentaho CTools,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/3/4/3420os_4770_learning20pentaho20ctools.jpg,By Miguel Gaspar,388,Acquire finesse with CTools features and build rich and custom analytics solutions using Pentaho,Java,Data Processing,Pentaho,3,189
Pentaho 8 Reporting for Java Developers,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/b/0/b07143.png,By Francesco Corti,470,Create reports and solve common report problems with minimal fuss.,Java,Data Processing,Pentaho,4,43
Mastering Splunk,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/3/8/3830en_b02115_mastering20splunk_0.jpg,By James D. Miller,344,Optimize your machine-generated data effectively by developing advanced analytics with Splunk,Java,Data Processing,Splunk,5,188
Mastering Apache Storm,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/b/0/b06182_cover.png,By Ankit Jain,284,Master the intricacies of Apache Storm and develop real-time stream processing applications with eas...,Java,Data Processing,Storm,3,172
Storm Blueprints: Patterns for Distributed Real-time Computation,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/9/7/9781782168294.png,By P. Taylor Goetz,336,One of the best ways of getting to grips with the world’s most popular framework for real-time proce...,Java,Data Processing,Storm,2,262
Learning Storm,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/9/7/9781783981328.png,By Ankit Jain,252,Create real-time stream processing applications with Apache Storm,Java,Data Processing,Storm,5,135
Real-time Analytics with Storm and Cassandra,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/5/4/5490os_3472_learning20real-time20analytics20with20storm20and20cassandra_cov.jpg,By Shilpi,220,Solve real-time analytics problems effectively using Storm and Cassandra,Java,Data Processing,Storm,4,304
Mastering Apache Cassandra,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/2/6/2681os.jpg,By Nishant Neeraj,340,"Learn how to build more robust, scalable databases using Cassandra. From beginners to intermediates,...",Java,Database Administration,Cassandra,2,308
Cassandra 3.x High Availability - Second Edition,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/2/1/2107os_5601_cassandra203.x20high20availability.jpg,By Robbie Strickland,196,Achieve scalability and high availability without compromising on performance,Java,Database Administration,Cassandra,1,342
Learning HBase,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/9/7/9781783985944.png,By Shashwat Shriparv,326,Learn the fundamentals of HBase administration and development with the help of real-time scenarios,Java,Database Administration,HBase,3,76
HBase High Performance Cookbook,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/3/0/3063.jpg,By Ruchir Choudhry,350,Exciting projects that will teach you how complex data can be exploited to gain maximum insights,Java,Database Administration,HBase,4,345
Getting Started with MariaDB - Second Edition,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/4/1/4120os_getting20started20with20mariadb20update.jpg,By Daniel Bartholomew,140,Explore the powerful features of MariaDB with practical examples,Java,Database Administration,MariaDB,2,303
Neo4j Cookbook,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/7/2/7253os.jpg,By Ankur Goel,226,Harness the power of Neo4j to perform complex data analysis over the course of 75 easy-to-follow rec...,Java,Database Administration,Neo4j,3,293
Oracle ADF Enterprise Application Development - Made Simple (Second Edition),www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/6/8/6800en_oracle_0.jpg,By Sten E. Vesterli,432,The simplest way to learn Oracle's ADF is to follow an enterprise development process from start to ...,Java,Database Administration,Oracle ADF,4,2
Oracle Database 11gR2 Performance Tuning Cookbook,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/2/6/2602en_oracle20database2011gr220performance20tuning20cookbook_cov.jpg,By Ciro Fiorillo,542,Shifting your Oracle Database into top gear takes a lot of know-how and fine-tuning ability. The 80+...,Java,Database Administration,Oracle Database,4,368
Oracle 10g/11g Data and Database Management Utilities,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/6/2/6286_mockupcover.jpg,By Hector R. Madrid,432,Master 12 must-use Oracle Database Utilities with this Oracle book and eBook,Java,Database Administration,Oracle Database,3,344
Oracle 10g/11g Data and Database Management Utilities: LITE,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/3/7/3722en_oracle2010g11g20data20and20database20management20utilities_lite.jpg,By Hector R. Madrid,96,"Oracle Session Management, Oracle Wallet Manager, and Oracle Security Management with this book and ...",Java,Database Administration,Oracle Database,4,92
Oracle Enterprise Manager Cloud Control 12c: Managing Data Center Chaos,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/4/7/4781en_oracle20enterprise20manager201220managing20databases20and20applications_0.jpg,By Porus Homi Havewala (Oracle Certified Master),394,Take back control of your data center with this practical step-by-step tutorial to using Oracle Ente...,Java,Database Administration,Oracle Enterprise Manager,4,40
Oracle SOA Suite 12c Administrator's Guide,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/0/8/0860en_2614_oracle20soa20suite2012c20administrator27s20guide_0.jpg,By Arun Pareek,456,A guide to everything an Oracle SOA Suite 12c administrator needs to hit the ground running,Java,Database Administration,Oracle SOA Suite,3,288
Amazon SimpleDB Developer Guide,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/7/3/7344en_mockupcover20template.jpg,By Prabhakar Chaganti,252,Scale your application's database on the cloud using Amazon SimpleDB with this book and eBook,Java,Database Programming,Amazon SimpleDB,5,233
Mastering Apache Cassandra 3.x - Third Edition,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/b/1/b10410_0.png,By Aaron Ploetz,348,"Build, manage, and configure high-performing, reliable NoSQL database for your applications with Cas...",Java,Database Programming,Cassandra,5,90
Learning Apache Cassandra,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/9/7/9781783989201.png,By Mat Brown,246,"Build an efficient, scalable, fault-tolerant, and highly-available data layer into your application ...",Java,Database Programming,Cassandra,4,112
Mastering Apache Cassandra - Second Edition,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/2/6/2611os.jpg,By Nishant Neeraj,350,"Build, manage, and configure high-performing, reliable NoSQL database for your application with Cass...",Java,Database Programming,Cassandra,4,45
Getting Started with Hazelcast,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/7/3/7303os.jpg,By Mat Johns,136,"Learn how to write rich, interactive web applications using HTML5 and CSS3 through real-world exampl...",Java,Database Programming,Hazelcast,5,3
MongoDB for Java Developers,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/0/2/0276os_mongodb20for20java20developers.jpg,By Francesco Marchioni,192,"Design, build, and deliver efficient Java applications using the most advanced NoSQL database",Java,Database Programming,MongoDB,2,159
MongoDB Cookbook,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/1/9/1943os_mongodb20cookbook_0.jpg,By Amol Nayak,388,"Over 80 practical recipes to design, deploy, and administer MongoDB",Java,Database Programming,MongoDB,5,59
Learning Neo4j 3.x - Second Edition,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/b/0/b05824_cover.png,By Jérôme Baton,316,Run blazingly fast queries on complex graph datasets with the power of the Neo4j graph database,Java,Database Programming,Neo4j,4,117
Oracle Coherence 3.5,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/6/1/6125_mockupcover_0.jpg,By Aleksandar Seovic,408,Create Internet-scale applications using Oracle's Coherence high-performance data grid with this boo...,Java,Database Programming,Oracle Coherence,5,207
Oracle Database XE 11gR2 Jump Start Guide,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/6/7/6747en20_cov_0.jpg,By Asif Momen,146,"Build and manage your Oracle Database 11g XE environment with this fast paced, practical guide with ...",Java,Database Programming,Oracle Database,3,318
Oracle 11g Streams Implementer's Guide,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/9/7/9706_mockupcover_0.jpg,By Ann L. R. McKinnell,352,"Design, implement, and maintain a distributed environment with Oracle Streams using this book and eB...",Java,Database Programming,Oracle Database,2,22
EJB 3.0 Database Persistence with Oracle Fusion Middleware 11g: LITE,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/3/7/3760_ejb203.020database20persistence20with20oracle20fusion20middleware2011glite.jpg,By Deepak Vohra,100,Build EJB 3.0 database persistent models with both Oracle JDeveloper and Enterprise Pack for Eclipse...,Java,Database Programming,Oracle Fusion Middleware,5,267
Oracle SOA Suite 11g Developer's Cookbook,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/3/8/3883en_cov.jpg,By Antony Reynolds,346,Over 65 high-level recipes for extending your Oracle SOA applications and enhancing your skills with...,Java,Database Programming,Oracle SOA Suite,4,124
Getting Started with OrientDB,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/9/9/9956os_getting20started20with20orientdb_0.jpg,By Claudio Tesoriero,138,Become an expert in OrientDB through our easy to follow tutorial written by a Certified Developer. T...,Java,Database Programming,OrientDB,3,6
Elasticsearch 7.0 Cookbook - Fourth Edition,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/m/o/mockupb12959.png,By Alberto Paro,724,"Search, analyze, and manage data effectively with Elasticsearch 7",Java,Enterprise Search,Elasticsearch,4,69
Advanced Elasticsearch 7.0,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/9/7/9781789957754-original_29.png,By Wai Tak Wong,560,Master the intricacies of Elasticsearch 7.0 and use it to create flexible and scalable search soluti...,Java,Enterprise Search,Elasticsearch,3,263
ElasticSearch Cookbook,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/6/6/6627os.jpg,By Alberto Paro,422,As a user of ElasticSearch in your web applications you’ll already know what a powerful technology i...,Java,Enterprise Search,Elasticsearch,2,82
ElasticSearch Cookbook - Second Edition,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/3/5/3523_4836os_elasticsearch20cookbook20second20edition_cov_0.jpg,By Alberto Paro,472,"Over 130 advanced recipes to search, analyze, deploy, manage, and monitor data effectively with Elas...",Java,Enterprise Search,Elasticsearch,3,57
Elasticsearch Essentials,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/1/0/1010os_3461_elasticsearch20essentials.jpg,By Bharvi Dixit,240,Harness the power of ElasticSearch to build and manage scalable search and analytics solutions with ...,Java,Enterprise Search,Elasticsearch,5,13
Elasticsearch Server - Third Edition,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/b/0/b04900_cov.jpg,By Rafał Kuć,556,"Leverage Elasticsearch to create a robust, fast, and flexible search solution with ease",Java,Enterprise Search,Elasticsearch,5,286
ElasticSearch Server,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/8/4/8444os.jpg,By Rafał Kuć,318,"Whether you’re experienced in search servers or a newcomer, this book empowers you to get to grips w...",Java,Enterprise Search,Elasticsearch,5,151
Mastering Elasticsearch 5.x - Third Edition,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/b/0/b05747.png,By Bharvi Dixit,428,Master the intricacies of Elasticsearch 5 and use it to create flexible and scalable search solution...,Java,Enterprise Search,Elasticsearch,3,262
Elasticsearch for Hadoop,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/8/9/8999os.jpg,By Vishal Shukla,222,Integrate Elasticsearch into Hadoop to effectively visualize and analyze your data,Java,Enterprise Search,Elasticsearch,5,218
Mastering Elasticsearch - Second Edition,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/3/7/3792os_b03521_mastering20elasticsearch2c20second20edition.jpg,By Rafał Kuć,434,"Further your knowledge of the Elasticsearch server by learning more about its internals, querying, a...",Java,Enterprise Search,Elasticsearch,5,372
Elasticsearch Server: Second Edition,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/0/5/0529os_elasticsearch20server20second20edition.jpg,By Rafał Kuć,428,"From creating your own index structure through to cluster monitoring and troubleshooting, this is th...",Java,Enterprise Search,Elasticsearch,5,213
Hibernate Search by Example,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/9/2/9205os.jpg,By Steve Perkins,148,Explore the Hibernate Search system and use its extraordinary search features in your own applicatio...,Java,Enterprise Search,Hibernate Search,4,77
Lucene 4 Cookbook,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/2/2/2285os_b01890.jpg,By Edwood Ng,220,Over 70 hands-on recipes to quickly and effectively integrate Lucene into your search application,Java,Enterprise Search,Lucene,5,7
